,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
323,1,9.89,-0.27,0.55329,-1.155,3.626,4.787,10.9,0.038,0.0,18.558,18.027,16.992,16.332,16.213,0.553
324,1,9.89,-0.27,0.40554,-1.549,3.593,4.914,12.1,0.038,0.0,20.742,20.23,19.069,18.467,18.313,0.406
325,1,9.89,-0.25,0.62835,-0.943,3.648,4.716,11.8,0.038,0.0,18.928,18.38,17.419,16.781,16.682,0.628
326,1,9.89,-0.19,0.21823,-2.121,3.556,5.067,10.0,0.038,0.0,20.074,19.653,18.308,17.75,17.53,0.218
327,1,9.89,-0.13,0.14852,-2.576,3.503,5.143,8.8,0.037,0.0,20.009,19.748,18.116,17.579,17.334,0.149
328,1,9.89,-0.13,0.77786,-0.519,3.7,4.593,9.9,0.038,0.0,15.968,15.377,14.612,14.129,14.06,0.778
329,1,9.89,-0.09,0.27304,-1.947,3.561,5.013,10.8,0.038,0.0,20.439,20.009,18.673,18.111,17.903,0.273
330,1,9.89,-0.07,0.41763,-1.555,3.585,4.898,11.9,0.038,0.0,20.557,20.076,18.835,18.243,18.08,0.418
331,1,9.89,-0.05,0.8917,-0.197,3.739,4.488,12.5,0.038,0.0,17.764,17.186,16.557,16.182,16.131,0.892
332,1,9.89,-0.03,0.62391,-1.023,3.631,4.728,11.2,0.038,0.0,18.527,17.999,16.967,16.297,16.188,0.624
333,1,9.89,0.01,0.62303,-1.035,3.629,4.729,12.3,0.038,0.0,19.656,19.133,18.088,17.412,17.302,0.623
334,1,9.91,-0.55,0.71143,-0.561,3.709,4.632,12.7,0.038,0.0,18.872,18.298,17.565,17.104,17.038,0.711
335,1,9.91,-0.53,0.54328,-1.115,3.64,4.795,7.5,0.033,0.0,15.058,14.509,13.535,12.903,12.793,0.543
336,1,9.91,-0.53,0.24482,-1.939,3.586,5.056,9.8,0.038,0.0,19.416,18.895,17.739,17.17,16.996,0.245
337,1,9.91,-0.51,0.81149,-0.24,3.751,4.535,11.0,0.038,0.0,16.37,15.829,15.232,14.878,14.831,0.811
338,1,9.91,-0.51,0.66413,-0.734,3.683,4.674,11.3,0.038,0.0,17.906,17.334,16.509,15.972,15.893,0.664
339,1,9.91,-0.45,0.16073,-2.44,3.529,5.147,10.1,0.038,0.0,20.971,20.614,19.168,18.606,18.37,0.161
340,1,9.91,-0.43,0.21916,-2.07,3.571,5.08,11.2,0.038,0.0,21.145,20.659,19.423,18.865,18.671,0.219
341,1,9.91,-0.43,0.89095,0.002,3.774,4.429,11.4,0.038,0.0,16.166,15.66,15.133,14.833,14.796,0.891
342,1,9.91,-0.41,0.35326,-1.667,3.594,4.977,11.4,0.038,0.0,20.338,19.81,18.678,18.09,17.932,0.353
343,1,9.91,-0.41,0.38147,-1.588,3.598,4.946,11.7,0.038,0.0,20.439,19.906,18.791,18.193,18.041,0.381
344,1,9.91,-0.39,0.41584,-1.501,3.602,4.912,12.1,0.038,0.0,20.623,20.089,18.986,18.375,18.23,0.416
345,1,9.91,-0.37,0.88887,-0.016,3.77,4.429,12.0,0.038,0.0,16.811,16.294,15.755,15.447,15.409,0.889
346,1,9.91,-0.35,0.3195,-1.77,3.585,4.997,11.2,0.038,0.0,20.396,19.888,18.703,18.127,17.956,0.319
347,1,9.91,-0.31,0.20477,-2.152,3.56,5.085,11.2,0.038,0.0,21.35,20.91,19.601,19.041,18.828,0.205
348,1,9.91,-0.29,0.16757,-2.413,3.527,5.131,9.1,0.037,0.0,19.903,19.558,18.082,17.53,17.294,0.168
349,1,9.91,-0.21,0.40354,-1.564,3.59,4.912,11.7,0.038,0.0,20.38,19.878,18.689,18.092,17.933,0.404
350,1,9.91,-0.19,0.68755,-0.78,3.665,4.661,11.0,0.038,0.0,17.719,17.154,16.257,15.664,15.576,0.688
351,1,9.91,-0.09,0.24451,-2.037,3.556,5.032,11.4,0.038,0.0,21.263,20.85,19.49,18.931,18.712,0.245
352,1,9.91,-0.07,1.0608,0.413,3.768,4.066,9.9,0.038,0.0,13.636,13.095,12.555,12.251,12.209,1.061
353,1,9.91,-0.03,0.16338,-2.479,3.511,5.121,10.3,0.038,0.0,21.267,20.984,19.385,18.854,18.612,0.163
354,1,9.91,-0.01,0.24718,-2.041,3.552,5.024,10.2,0.038,0.0,20.072,19.676,18.286,17.729,17.503,0.247
355,1,9.91,0.01,0.45222,-1.483,3.587,4.871,10.9,0.038,0.0,19.377,18.9,17.658,17.052,16.897,0.452
356,1,9.91,0.05,0.4802,-1.418,3.592,4.85,10.0,0.038,0.0,18.316,17.837,16.612,15.987,15.841,0.48
357,2,10.03,-0.79,0.37017,-1.533,3.622,4.975,12.8,0.038,0.0,21.404,20.852,19.837,19.236,19.095,0.37
358,2,10.03,-0.75,0.49475,-1.206,3.641,4.85,13.4,0.038,0.0,21.186,20.635,19.672,19.059,18.943,0.495
359,2,10.03,-0.67,0.27302,-1.793,3.605,5.032,8.4,0.036,0.0,17.654,17.104,16.033,15.447,15.294,0.273
360,2,10.03,-0.53,0.40656,-1.483,3.612,4.925,12.3,0.038,0.0,20.778,20.235,19.177,18.565,18.425,0.407
361,2,10.03,-0.51,0.60394,-0.92,3.658,4.718,12.1,0.038,0.0,19.169,18.615,17.698,17.091,16.997,0.604
362,2,10.03,-0.41,0.27064,-1.886,3.581,5.026,10.7,0.038,0.0,20.186,19.68,18.486,17.918,17.74,0.271
363,2,10.05,-0.99,0.21497,-1.991,3.598,5.101,11.3,0.038,0.0,21.048,20.498,19.419,18.851,18.683,0.215
364,2,10.05,-0.93,0.83752,0.212,3.797,4.284,12.5,0.038,0.0,16.741,16.32,15.845,15.582,15.552,0.838
365,2,10.05,-0.91,0.19561,-2.088,3.589,5.119,10.6,0.038,0.0,20.59,20.058,18.933,18.367,18.192,0.196
366,2,10.05,-0.91,0.38549,-1.483,3.626,4.959,11.9,0.038,0.0,20.379,19.825,18.827,18.229,18.09,0.385
367,2,10.05,-0.87,0.20983,-2.02,3.595,5.104,8.5,0.036,0.0,18.32,17.777,16.677,16.106,15.938,0.21
368,2,10.05,-0.85,0.38387,-1.492,3.625,4.96,11.0,0.038,0.0,19.499,18.947,17.942,17.341,17.201,0.384
369,2,10.05,-0.85,0.31076,-1.682,3.615,5.019,11.1,0.038,0.0,20.074,19.521,18.489,17.901,17.751,0.311
370,2,10.05,-0.85,0.3595,-1.557,3.622,4.985,11.3,0.038,0.0,19.963,19.409,18.397,17.801,17.658,0.36
371,2,10.05,-0.85,0.3804,-1.501,3.625,4.964,11.5,0.038,0.0,20.023,19.47,18.464,17.863,17.723,0.38
372,2,10.05,-0.85,0.91531,0.669,4.719,7.376,12.7,0.038,0.0,15.798,20.49,20.918,21.069,21.164,0.611
373,2,10.05,-0.83,0.33886,-1.612,3.619,5.002,9.8,0.038,0.0,18.6,18.046,17.025,16.432,16.287,0.339
374,2,10.05,-0.81,0.17262,-2.27,3.562,5.141,10.1,0.038,0.0,20.545,20.078,18.829,18.264,18.058,0.173
375,2,10.05,-0.81,0.35129,-1.581,3.62,4.993,11.6,0.038,0.0,20.324,19.771,18.752,18.156,18.013,0.351
376,2,10.05,-0.81,0.5246,-1.104,3.651,4.812,12.7,0.038,0.0,20.23,19.676,18.743,18.14,18.033,0.525
377,2,10.05,-0.81,0.54437,-1.04,3.657,4.787,14.1,0.038,0.0,21.47,20.914,19.999,19.407,19.304,0.544
378,2,10.05,-0.79,0.12695,-2.683,3.515,5.231,9.8,0.038,0.0,21.278,20.952,19.454,18.876,18.658,0.127
379,2,10.05,-0.79,0.85477,0.251,3.792,4.234,10.5,0.038,0.0,14.642,14.2,13.715,13.446,13.414,0.855
380,2,10.05,-0.79,0.71829,-0.398,3.739,4.595,11.1,0.038,0.0,16.866,16.324,15.69,15.308,15.254,0.718
381,2,10.05,-0.79,0.93446,0.607,4.73,7.469,12.2,0.038,0.0,15.452,20.168,20.594,20.744,20.838,0.593
382,2,10.05,-0.79,0.66803,-0.594,3.712,4.651,12.5,0.038,0.0,18.754,18.188,17.467,17.02,16.952,0.668
383,2,10.05,-0.77,0.38427,-1.496,3.623,4.958,12.4,0.038,0.0,20.91,20.359,19.347,18.741,18.602,0.384
384,2,10.05,-0.75,0.20716,-2.039,3.591,5.105,8.0,0.035,0.0,17.867,17.331,16.211,15.64,15.471,0.207
385,2,10.05,-0.75,0.19951,-2.071,3.589,5.111,10.2,0.038,0.0,20.147,19.617,18.486,17.917,17.744,0.2
386,2,10.05,-0.75,0.49924,-1.192,3.642,4.844,10.9,0.038,0.0,18.65,18.099,17.138,16.526,16.411,0.499
387,2,10.05,-0.75,0.89023,0.495,3.756,3.861,13.7,0.038,0.0,17.232,16.716,16.129,15.783,15.738,0.89
388,2,10.05,-0.73,0.23918,-1.913,3.599,5.071,9.1,0.037,0.0,18.653,18.106,17.018,16.44,16.28,0.239
389,2,10.05,-0.73,0.41595,-1.417,3.627,4.928,12.7,0.038,0.0,21.014,20.464,19.459,18.846,18.713,0.416
390,2,10.05,-0.73,0.37686,-1.518,3.622,4.965,12.9,0.038,0.0,21.465,20.915,19.897,19.291,19.152,0.377
391,2,10.05,-0.71,0.4304,-1.384,3.628,4.915,11.3,0.038,0.0,19.529,18.98,17.979,17.363,17.233,0.43
392,2,10.05,-0.71,0.54827,-1.041,3.654,4.779,11.7,0.038,0.0,19.072,18.519,17.592,16.986,16.884,0.548
393,2,10.05,-0.71,0.44214,-1.355,3.63,4.905,12.5,0.038,0.0,20.657,20.108,19.112,18.496,18.368,0.442
394,2,10.05,-0.71,0.65,-0.677,3.698,4.665,13.6,0.038,0.0,20.064,19.491,18.72,18.232,18.158,0.65
395,2,10.05,-0.69,0.32168,-1.663,3.614,5.01,11.3,0.038,0.0,20.228,19.678,18.636,18.04,17.894,0.322
396,2,10.05,-0.69,0.50545,-1.179,3.642,4.835,11.6,0.038,0.0,19.317,18.768,17.804,17.187,17.073,0.505
397,2,10.05,-0.69,0.35426,-1.581,3.619,4.988,11.7,0.038,0.0,20.421,19.871,18.842,18.24,18.099,0.354
398,2,10.05,-0.67,0.78737,-0.143,3.764,4.478,8.5,0.036,0.0,13.626,13.117,12.556,12.229,12.187,0.787
399,2,10.05,-0.67,0.20736,-2.043,3.589,5.101,10.9,0.038,0.0,20.777,20.247,19.114,18.543,18.372,0.207
400,2,10.05,-0.67,0.18457,-2.192,3.571,5.125,11.1,0.038,0.0,21.35,20.858,19.64,19.081,18.886,0.185
401,2,10.05,-0.67,0.49503,-1.213,3.639,4.847,11.5,0.038,0.0,19.303,18.755,17.781,17.161,17.045,0.495
402,2,10.05,-0.67,0.60272,-0.863,3.67,4.709,12.7,0.038,0.0,19.628,19.065,18.195,17.627,17.537,0.603
403,2,10.05,-0.65,0.89382,0.406,3.78,4.05,12.4,0.038,0.0,16.154,15.677,15.162,14.871,14.836,0.894
404,2,10.05,-0.65,0.65958,-0.66,3.698,4.656,13.7,0.038,0.0,20.12,19.545,18.776,18.289,18.216,0.66
405,2,10.05,-0.63,0.75398,-0.309,3.744,4.547,10.0,0.038,0.0,15.544,15.001,14.383,14.013,13.963,0.754
406,2,10.05,-0.63,0.35437,-1.58,3.614,4.97,11.0,0.038,0.0,19.719,19.171,18.126,17.523,17.38,0.354
407,2,10.05,-0.63,0.47795,-1.271,3.633,4.865,11.4,0.038,0.0,19.349,18.802,17.808,17.184,17.062,0.478
408,2,10.05,-0.63,0.69951,-0.521,3.717,4.619,11.6,0.038,0.0,17.673,17.104,16.401,15.965,15.902,0.7
409,2,10.05,-0.61,0.21226,-2.04,3.585,5.092,9.9,0.038,0.0,19.769,19.247,18.092,17.525,17.349,0.212
410,2,10.05,-0.61,0.21371,-2.034,3.586,5.091,10.4,0.038,0.0,20.254,19.731,18.579,18.011,17.836,0.214
411,2,10.05,-0.61,0.77537,-0.237,3.752,4.517,10.6,0.038,0.0,15.962,15.428,14.833,14.481,14.435,0.775
412,2,10.05,-0.61,0.30929,-1.702,3.606,5.0,10.7,0.038,0.0,19.725,19.177,18.107,17.517,17.366,0.309
413,2,10.05,-0.61,0.4998,-1.215,3.636,4.84,11.2,0.038,0.0,19.008,18.461,17.475,16.849,16.731,0.5
414,2,10.05,-0.61,0.49956,-1.216,3.635,4.84,11.7,0.038,0.0,19.509,18.963,17.977,17.35,17.232,0.5
415,2,10.05,-0.61,0.69201,-0.558,3.711,4.627,13.3,0.038,0.0,19.465,18.894,18.169,17.717,17.651,0.692
416,2,10.05,-0.61,0.78036,-0.217,3.754,4.509,14.1,0.038,0.0,19.412,18.883,18.294,17.947,17.901,0.78
417,2,10.05,-0.59,0.17217,-2.307,3.551,5.133,7.5,0.033,0.0,18.037,17.607,16.294,15.731,15.505,0.172
418,2,10.05,-0.59,0.15578,-2.451,3.532,5.155,10.1,0.038,0.0,20.998,20.628,19.21,18.642,18.41,0.156
419,2,10.05,-0.59,0.47123,-1.3,3.628,4.871,10.9,0.038,0.0,18.921,18.376,17.368,16.739,16.614,0.471
420,2,10.05,-0.59,0.49394,-1.237,3.633,4.846,12.9,0.038,0.0,20.761,20.216,19.222,18.593,18.472,0.494
421,2,10.05,-0.59,0.61606,-0.844,3.671,4.701,13.3,0.038,0.0,20.179,19.615,18.745,18.175,18.087,0.616
422,2,10.05,-0.57,0.26594,-1.848,3.594,5.034,11.6,0.038,0.0,20.989,20.453,19.337,18.759,18.596,0.266
423,2,10.05,-0.57,0.7262,-0.449,3.724,4.592,11.9,0.038,0.0,17.793,17.225,16.545,16.128,16.07,0.726
424,2,10.05,-0.53,0.371,-1.572,3.607,4.956,12.3,0.038,0.0,21.001,20.457,19.386,18.784,18.639,0.371
425,2,10.05,-0.51,0.32654,-1.693,3.6,4.989,11.0,0.038,0.0,20.002,19.458,18.363,17.775,17.621,0.327
426,2,10.05,-0.51,0.33702,-1.666,3.601,4.982,12.6,0.038,0.0,21.535,20.991,19.901,19.31,19.158,0.337
427,2,10.05,-0.51,0.87443,0.117,3.78,4.33,14.2,0.038,0.0,18.678,18.191,17.679,17.39,17.354,0.874
428,2,10.05,-0.49,0.62895,-0.834,3.669,4.692,12.3,0.038,0.0,19.156,18.593,17.714,17.135,17.048,0.629
429,2,10.05,-0.47,0.17864,-2.282,3.55,5.119,9.8,0.038,0.0,20.274,19.855,18.524,17.963,17.732,0.179
430,2,10.05,-0.47,0.53665,-1.138,3.636,4.794,11.5,0.038,0.0,19.114,18.572,17.579,16.94,16.826,0.537
431,2,10.05,-0.47,0.30813,-1.754,3.593,4.999,12.2,0.038,0.0,21.354,20.823,19.695,19.114,18.951,0.308
432,2,10.05,-0.47,0.49974,-1.25,3.626,4.836,13.5,0.038,0.0,21.396,20.857,19.835,19.192,19.068,0.5
433,2,10.05,-0.45,0.48518,-1.296,3.621,4.851,13.5,0.038,0.0,21.51,20.973,19.935,19.296,19.168,0.485
434,2,10.05,-0.43,0.33278,-1.705,3.593,4.985,11.8,0.038,0.0,20.833,20.305,19.171,18.586,18.426,0.333
435,2,10.05,-0.39,0.45993,-1.381,3.611,4.872,12.7,0.038,0.0,20.924,20.39,19.315,18.688,18.552,0.46
436,2,10.05,-0.37,0.85925,0.002,3.767,4.383,11.0,0.038,0.0,15.764,15.242,14.694,14.379,14.339,0.859
437,2,10.05,-0.35,0.26013,-1.932,3.574,5.03,9.6,0.038,0.0,19.201,18.712,17.477,16.917,16.73,0.26
438,2,10.05,-0.35,0.25171,-1.958,3.573,5.035,11.7,0.038,0.0,21.365,20.881,19.639,19.079,18.889,0.252
439,2,10.07,-0.97,0.17244,-2.258,3.567,5.148,7.7,0.034,0.0,18.116,17.628,16.412,15.847,15.65,0.172
440,2,10.07,-0.97,0.74558,-0.224,3.764,4.539,10.2,0.038,0.0,15.531,15.042,14.478,14.149,14.106,0.746
441,2,10.07,-0.97,0.51468,-1.115,3.654,4.827,12.6,0.038,0.0,20.158,19.602,18.683,18.095,17.986,0.515
442,2,10.07,-0.91,0.59345,-0.85,3.68,4.728,11.3,0.038,0.0,18.195,17.629,16.797,16.265,16.177,0.593
443,2,10.07,-0.91,0.20787,-2.023,3.595,5.106,11.7,0.038,0.0,21.529,20.985,19.888,19.319,19.15,0.208
444,2,10.07,-0.89,0.11068,-2.819,3.506,5.271,9.3,0.037,0.0,21.117,20.813,19.271,18.69,18.486,0.111
445,2,10.07,-0.89,0.79035,-0.038,3.78,4.438,13.2,0.038,0.0,18.064,17.601,17.081,16.783,16.747,0.79
446,2,10.07,-0.87,0.22953,-1.941,3.599,5.083,11.8,0.038,0.0,21.421,20.872,19.792,19.219,19.055,0.23
447,2,10.07,-0.87,0.59866,-0.838,3.68,4.72,12.6,0.038,0.0,19.465,18.9,18.067,17.532,17.445,0.599
448,2,10.07,-0.83,0.46986,-1.267,3.639,4.877,12.5,0.038,0.0,20.436,19.884,18.916,18.31,18.189,0.47
449,2,10.07,-0.83,0.43568,-1.36,3.632,4.912,12.6,0.038,0.0,20.77,20.218,19.232,18.626,18.497,0.436
450,2,10.07,-0.81,0.33585,-1.619,3.618,5.002,9.4,0.038,0.0,18.217,17.664,16.64,16.046,15.901,0.336
451,2,10.07,-0.81,0.85564,0.32,3.791,4.16,10.9,0.038,0.0,14.87,14.426,13.938,13.666,13.633,0.856
452,2,10.07,-0.81,0.24235,-1.894,3.601,5.068,11.5,0.038,0.0,21.005,20.454,19.379,18.802,18.641,0.242
453,2,10.07,-0.81,0.40181,-1.446,3.626,4.94,12.4,0.038,0.0,20.785,20.234,19.231,18.624,18.488,0.402
454,2,10.07,-0.81,0.65486,-0.633,3.707,4.661,12.7,0.038,0.0,19.052,18.484,17.747,17.286,17.215,0.655
455,2,10.07,-0.79,0.17765,-2.235,3.567,5.136,10.5,0.038,0.0,20.858,20.377,19.147,18.585,18.385,0.178
456,2,10.07,-0.79,0.326,-1.645,3.616,5.008,11.5,0.038,0.0,20.382,19.83,18.799,18.207,18.06,0.326
457,2,10.07,-0.75,0.1987,-2.076,3.588,5.111,10.0,0.038,0.0,19.959,19.429,18.295,17.727,17.553,0.199
458,2,10.07,-0.75,0.44198,-1.351,3.631,4.905,12.7,0.038,0.0,20.847,20.297,19.305,18.693,18.565,0.442
459,2,10.07,-0.75,0.4451,-1.343,3.632,4.903,13.2,0.038,0.0,21.327,20.778,19.787,19.175,19.047,0.445
460,2,10.07,-0.73,0.61791,-0.789,3.682,4.694,11.1,0.038,0.0,17.843,17.275,16.449,15.917,15.833,0.618
461,2,10.07,-0.73,0.41389,-1.422,3.627,4.929,12.5,0.038,0.0,20.824,20.275,19.269,18.656,18.522,0.414
462,2,10.07,-0.71,0.28432,-1.764,3.608,5.034,10.4,0.038,0.0,19.58,19.03,17.97,17.382,17.231,0.284
463,2,10.07,-0.71,0.49112,-1.217,3.64,4.851,11.2,0.038,0.0,19.013,18.464,17.494,16.878,16.761,0.491
464,2,10.07,-0.71,0.4765,-1.259,3.637,4.868,12.3,0.038,0.0,20.217,19.668,18.69,18.074,17.954,0.476
465,2,10.07,-0.71,0.68568,-0.535,3.718,4.627,13.0,0.038,0.0,19.107,18.541,17.84,17.408,17.344,0.686
466,2,10.07,-0.71,0.44811,-1.339,3.631,4.899,13.1,0.038,0.0,21.217,20.668,19.675,19.059,18.932,0.448
467,2,10.07,-0.69,0.27676,-1.788,3.606,5.039,10.3,0.038,0.0,19.541,18.992,17.926,17.339,17.186,0.277
468,2,10.07,-0.69,0.45488,-1.322,3.632,4.892,11.0,0.038,0.0,19.075,18.527,17.535,16.917,16.792,0.455
469,2,10.07,-0.69,0.23598,-1.927,3.597,5.073,11.2,0.038,0.0,20.788,20.245,19.147,18.57,18.408,0.236
470,2,10.07,-0.69,0.33595,-1.626,3.616,5.0,11.3,0.038,0.0,20.134,19.583,18.548,17.95,17.806,0.336
471,2,10.07,-0.69,0.33648,-1.624,3.616,5.0,12.1,0.038,0.0,20.931,20.38,19.345,18.746,18.602,0.336
472,2,10.07,-0.69,0.48596,-1.234,3.638,4.857,12.5,0.038,0.0,20.355,19.806,18.831,18.213,18.095,0.486
473,2,10.07,-0.69,0.47068,-1.277,3.635,4.874,13.1,0.038,0.0,21.063,20.515,19.531,18.913,18.792,0.471
474,2,10.07,-0.69,0.55073,-1.033,3.654,4.773,13.6,0.038,0.0,20.952,20.399,19.472,18.865,18.763,0.551
475,2,10.07,-0.67,0.12425,-2.725,3.507,5.232,7.6,0.034,0.0,19.183,18.883,17.333,16.758,16.534,0.124
476,2,10.07,-0.67,0.25247,-1.858,3.601,5.047,8.9,0.037,0.0,18.315,17.767,16.683,16.102,15.945,0.252
477,2,10.07,-0.67,0.38711,-1.491,3.621,4.948,12.4,0.038,0.0,20.897,20.349,19.326,18.714,18.577,0.387
478,2,10.07,-0.65,0.81197,-0.027,3.773,4.411,12.0,0.038,0.0,16.837,16.343,15.808,15.5,15.462,0.812
479,2,10.07,-0.65,0.57902,-0.947,3.661,4.738,12.8,0.038,0.0,19.938,19.381,18.477,17.884,17.789,0.579
480,2,10.07,-0.63,0.17391,-2.29,3.555,5.135,10.4,0.038,0.0,20.894,20.454,19.16,18.596,18.377,0.174
481,2,10.07,-0.63,0.31816,-1.671,3.609,4.994,11.2,0.038,0.0,20.148,19.6,18.54,17.946,17.798,0.318
482,2,10.07,-0.63,0.30132,-1.715,3.607,5.004,12.0,0.038,0.0,21.057,20.508,19.442,18.851,18.7,0.301
483,2,10.07,-0.63,0.71704,-0.444,3.727,4.593,13.5,0.038,0.0,19.38,18.817,18.147,17.738,17.68,0.717
484,2,10.07,-0.63,0.90733,0.612,3.709,3.568,13.9,0.038,0.0,17.141,16.576,15.84,15.379,15.315,0.907
485,2,10.07,-0.61,0.20728,-2.059,3.584,5.096,9.6,0.038,0.0,19.517,18.996,17.837,17.27,17.094,0.207
486,2,10.07,-0.61,0.51532,-1.165,3.64,4.819,10.4,0.038,0.0,18.082,17.535,16.56,15.935,15.822,0.515
487,2,10.07,-0.61,0.23754,-1.935,3.592,5.062,10.6,0.038,0.0,20.209,19.676,18.55,17.976,17.809,0.238
488,2,10.07,-0.61,0.32903,-1.65,3.609,4.987,11.1,0.038,0.0,19.996,19.448,18.387,17.791,17.643,0.329
489,2,10.07,-0.61,0.36516,-1.56,3.614,4.962,12.2,0.038,0.0,20.87,20.324,19.276,18.671,18.529,0.365
490,2,10.07,-0.59,0.37559,-1.542,3.613,4.953,10.2,0.038,0.0,18.824,18.278,17.227,16.621,16.479,0.376
491,2,10.07,-0.59,0.25083,-1.888,3.593,5.045,10.7,0.038,0.0,20.191,19.656,18.536,17.96,17.795,0.251
492,2,10.07,-0.59,0.69437,-0.551,3.711,4.622,11.8,0.038,0.0,17.947,17.375,16.651,16.199,16.133,0.694
493,2,10.07,-0.59,0.58165,-0.958,3.657,4.737,13.3,0.038,0.0,20.466,19.911,18.993,18.389,18.292,0.582
494,2,10.07,-0.57,0.15307,-2.479,3.527,5.157,8.4,0.036,0.0,19.367,19.01,17.567,16.999,16.766,0.153
495,2,10.07,-0.57,0.3063,-1.723,3.602,5.001,11.3,0.038,0.0,20.376,19.83,18.746,18.159,18.005,0.306
496,2,10.07,-0.55,0.61586,-0.855,3.668,4.7,11.8,0.038,0.0,18.707,18.145,17.264,16.685,16.596,0.616
497,2,10.07,-0.53,0.95169,2.441,5.035,6.84,12.1,0.038,0.0,10.767,17.571,18.035,18.196,18.297,0.573
498,2,10.07,-0.53,0.34494,-1.638,3.604,4.976,12.2,0.038,0.0,21.064,20.52,19.44,18.845,18.695,0.345
499,2,10.07,-0.53,0.59606,-0.932,3.658,4.722,13.6,0.038,0.0,20.701,20.147,19.228,18.62,18.524,0.596
500,2,10.07,-0.53,0.90838,0.358,3.779,4.101,13.7,0.038,0.0,17.576,17.088,16.572,16.281,16.245,0.908
501,2,10.07,-0.53,0.79021,-0.21,3.752,4.5,14.0,0.038,0.0,19.296,18.758,18.165,17.813,17.768,0.79
502,2,10.07,-0.51,0.21884,-2.04,3.578,5.078,8.2,0.036,0.0,18.071,17.561,16.37,15.81,15.627,0.219
503,2,10.07,-0.51,0.49753,-1.245,3.628,4.839,11.9,0.038,0.0,19.782,19.241,18.229,17.59,17.467,0.498
504,2,10.07,-0.51,0.28993,-1.791,3.594,5.012,12.2,0.038,0.0,21.447,20.913,19.791,19.212,19.049,0.29
505,2,10.07,-0.49,0.48633,-1.281,3.624,4.85,11.5,0.038,0.0,19.473,18.934,17.909,17.269,17.143,0.486
506,2,10.07,-0.49,0.48661,-1.281,3.624,4.85,11.6,0.038,0.0,19.571,19.032,18.007,17.367,17.241,0.487
507,2,10.07,-0.47,0.20422,-2.11,3.572,5.09,9.9,0.038,0.0,19.944,19.455,18.226,17.669,17.475,0.204
508,2,10.07,-0.47,0.61172,-0.899,3.66,4.708,12.0,0.038,0.0,19.018,18.462,17.549,16.945,16.852,0.612
509,2,10.07,-0.47,0.55561,-1.077,3.641,4.77,12.5,0.038,0.0,19.963,19.419,18.443,17.806,17.698,0.556
510,2,10.07,-0.45,0.3996,-1.52,3.604,4.923,11.2,0.038,0.0,19.77,19.232,18.143,17.536,17.391,0.4
511,2,10.07,-0.45,0.33655,-1.687,3.596,4.981,12.4,0.038,0.0,21.389,20.855,19.735,19.148,18.99,0.337
512,2,10.07,-0.43,0.57403,-1.033,3.644,4.751,11.7,0.038,0.0,19.053,18.508,17.538,16.902,16.797,0.574
513,2,10.07,-0.41,0.14674,-2.557,3.514,5.162,9.3,0.037,0.0,20.461,20.155,18.618,18.057,17.817,0.147
514,2,10.07,-0.39,0.21903,-2.074,3.568,5.071,10.2,0.038,0.0,20.155,19.682,18.425,17.866,17.667,0.219
515,2,10.07,-0.37,0.16798,-2.39,3.532,5.129,10.0,0.038,0.0,20.745,20.382,18.944,18.387,18.152,0.168
516,2,10.07,-0.37,0.77449,-0.339,3.733,4.542,10.9,0.038,0.0,16.518,15.95,15.297,14.902,14.847,0.774
517,2,10.07,-0.33,0.56937,-1.076,3.636,4.759,13.5,0.038,0.0,20.961,20.422,19.422,18.774,18.663,0.569
518,3,10.07,-3.29,0.59056,-0.731,3.723,4.78,14.2,0.038,0.0,20.799,20.275,19.597,19.213,19.128,0.591
519,3,10.07,-2.97,0.64878,-0.486,3.754,4.698,15.0,0.038,0.0,20.984,20.526,19.922,19.574,19.514,0.649
520,3,10.07,-2.61,0.23838,-1.811,3.627,5.081,11.7,0.038,0.0,20.997,20.426,19.459,18.958,18.799,0.238
521,3,10.07,-2.53,0.8075,0.467,3.835,4.164,14.2,0.038,0.0,17.802,17.519,17.129,16.93,16.909,0.807
522,3,10.07,-2.51,0.38959,-1.405,3.652,4.987,11.8,0.038,0.0,20.084,19.499,18.617,18.152,17.998,0.39
523,3,10.07,-2.41,0.27008,-1.705,3.634,5.055,11.7,0.038,0.0,20.732,20.158,19.212,18.715,18.557,0.27
524,3,10.07,-2.41,0.56972,-0.822,3.709,4.797,14.7,0.038,0.0,21.525,20.977,20.26,19.858,19.76,0.57
525,3,10.07,-2.35,0.51379,-1.042,3.68,4.856,13.2,0.038,0.0,20.575,19.997,19.198,18.757,18.633,0.514
526,3,10.07,-2.31,0.7032,-0.242,3.781,4.599,14.7,0.038,0.0,20.075,19.677,19.142,18.834,18.794,0.703
527,3,10.07,-2.27,0.76952,0.13,3.817,4.406,13.2,0.038,0.0,17.644,17.323,16.882,16.64,16.616,0.77
528,3,10.07,-2.19,0.3021,-1.613,3.639,5.035,12.7,0.038,0.0,21.504,20.929,19.998,19.495,19.34,0.302
529,3,10.07,-2.13,0.51335,-1.043,3.68,4.856,13.2,0.038,0.0,20.578,20.002,19.198,18.745,18.625,0.513
530,3,10.07,-2.11,0.67657,-0.374,3.765,4.65,11.8,0.038,0.0,17.506,17.065,16.492,16.16,16.11,0.677
